OBJECTID,ZONEID,Zone,Contract Rezone Number,Ordinance Number,Effective Date,Historic District Overlay,Pedestrian Overlay,Shoreline Overlay,Other District Overlay,Station Area Overlay,Mandatory Housing Affordability Apply (Y/N),Incentive Zoning Apply (Y/N),Mandatory Housing Affordability Tier,Major Institution Name,Class,Category,Detail Code,Detail,Group,Zoning Description,Base Zone,Previous Zone,Previous Contract Rezone Number,Previous Ordinance Number,Previous Effective Date,Previous Historic District Overlay,Previous Pedestrian Overlay,Previous Shoreline Overlay,Previous Other District Overlay,Previous Station Area Overlay,Class Description Popup,Land Use Code Chapter,Land Use Code Chapter Link,Zoning History
3193,6712,MIO-65-LR3 (M),CF298506,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,Swedish Medical Center Cherry Hill Campus,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 3,LR3,MIO-65-LR3,CF298506,123495,4/19/2011 12:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-65-LR3 (M),CF298506,ORD125791,04/19/2019    MIO-65-LR3,CF298506,ORD123495,04/19/2011    MIO-65-L-3,CF298506,ORD117238"
3194,6713,MIO-37-C2-55 (M), ,125791,4/19/2019 12:00:00 AM, , ,UG, , ,Y,N,M,Seattle Pacific University,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Commercial 2-55,C2-55,MIO-37-C2-40, ,124750,6/15/2015 12:00:00 AM, , ,UG, , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-C2-55 (M),ORD125791,04/19/2019    MIO-37-C2-40,ORD124750,06/15/2015    MIO-37-C2-40,ORD120074,09/23/2000"
3195,6714,MIO-37-C2-55 (M),CF294426,125791,4/19/2019 12:00:00 AM, , ,UG, , ,Y,N,M,Seattle Pacific University,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Commercial 2-55,C2-55,MIO-37-C2-40,CF294426,124750,6/15/2015 12:00:00 AM, , ,UG, , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-C2-55 (M),CF294426,ORD125791,04/19/2019    MIO-37-C2-40,CF294426,ORD124750,06/15/2015    MIO-37-C2-40,CF294426,ORD117919,12/29/1995    MIO-37-C2-40,CF294426,ORD115574,04/25/1991"
3196,6440,NC3-75 (M1), ,125791,4/19/2019 12:00:00 AM, , , ,65,CH,Y,N,M1,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3-75,NC3-75,NC3-40, ,122311,1/20/2007 12:00:00 AM, , , ,65,CH,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3-75 (M1),ORD125791,04/19/2019    NC3-40,ORD122311,01/20/2007    NC3/R-40,ORD121831,08/15/2005    MR-RC,ORD120459,08/30/2001    MR-RC"
3197,6441,NC3-75 (M1),CF284394,125791,4/19/2019 12:00:00 AM, , , ,65,CH,Y,N,M1,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3-75,NC3-75,NC3-40,CF284394,122311,1/20/2007 12:00:00 AM, , , ,65,CH,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3-75 (M1),CF284394,ORD125791,04/19/2019    NC3-40,CF284394,ORD122311,01/20/2007    NC3/R-40,CF284394,ORD121831,08/15/2005    NC3-65,CF284394,ORD120459,08/30/2001    NC3-65,CF284394,ORD117434,04/03/1995    NC3-65,CF284394"
3198,6442,NC3P-75 (M1), ,125791,4/19/2019 12:00:00 AM, ,P, ,65,CH,Y,N,M1,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-75,NC3P-75,NC3P-40, ,122311,1/20/2007 12:00:00 AM, ,P, ,65,CH,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-75 (M1),ORD125791,04/19/2019    NC3P-40,ORD122311,01/20/2007    NC3-40,ORD121831,08/15/2005    NC3-40,ORD120459,08/30/2001    NC3-40,ORD117434,04/03/1995    NC3-40"
3199,6444,NC3-75 (M1), ,125791,4/19/2019 12:00:00 AM, , , , ,CH,Y,N,M1,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3-75,NC3-75,NC3-40, ,122311,1/20/2007 12:00:00 AM, , , , ,CH,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3-75 (M1),ORD125791,04/19/2019    NC3-40,ORD122311,01/20/2007    NC3/R-40,ORD121831,08/15/2005    L-3,ORD120459,08/30/2001    L-3"
3200,6715,MIO-37-LR1 (M),CF292350,125791,4/19/2019 12:00:00 AM, , ,CP, , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 1,LR1,MIO-37-LR1,CF292350,124750,6/15/2015 12:00:00 AM, , ,CP, , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-LR1 (M),CF292350,ORD125791,04/19/2019    MIO-37-LR1,CF292350,ORD124750,06/15/2015    MIO-37-LR1,CF292350,ORD123495,04/19/2011"
3201,6716,MIO-37-LR1 (M), ,125791,4/19/2019 12:00:00 AM, , , ,NG, ,Y,N,M,North Seattle College,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 1,LR1,MIO-37-LR1, ,123495,4/19/2011 12:00:00 AM, , , ,NG, ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-LR1 (M),ORD125791,04/19/2019    MIO-37-LR1,ORD123495,04/19/2011    MIO-37-L-1"
3202,6717,MIO-160-C1-55 (M),CF292350,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Commercial 1-55,C1-55,MIO-160-C1-40,CF292350,125733,1/13/2019 12:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-160-C1-55 (M),CF292350,ORD125791,04/19/2019    MIO-160-C1-40,CF292350,ORD125733,01/13/2019    MIO-50-C1-40,CF292350,ORD117434,04/03/1995    MIO-50-C1-40,CF292350,ORD112317,07/14/1985"
3203,6718,MIO-65-LR2 (M),CF300520,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,Seattle University,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 2,LR2,MIO-65-LR2,CF300520,124097,2/21/2013 12:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-65-LR2 (M),CF300520,ORD125791,04/19/2019    MIO-65-LR2,CF300520,ORD124097,02/21/2013    MIO-37-LR2,CF300520,ORD123495,04/19/2011    MIO-37-L-1,CF300520,ORD118667,    L-1"
3204,6719,MIO-65-LR3 (M),CF300520,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,Seattle University,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 3,LR3,MIO-65-LR3,CF300520,124097,2/21/2013 12:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-65-LR3 (M),CF300520,ORD125791,04/19/2019    MIO-65-LR3,CF300520,ORD124097,02/21/2013    MIO-37-LR3,CF300520,ORD123495,04/19/2011    MIO-37-L-3,CF300520,ORD123020,08/07/2009    MIO-37-L-3,CF300520,ORD120460,08/30/2001    MIO-37-L-3,CF300552,ORD118667,08/24/1997    L-3,ORD117152,06/25/1994"
3205,6720,MIO-160-NC3-95 (M),CF300520,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,Seattle University,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Neighborhood Commercial 3-95,NC3-95,MIO-160-NC3-85,CF300520,124097,2/21/2013 12:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-160-NC3-95 (M),CF300520,ORD125791,04/19/2019    MIO-160-NC3-85,CF300520,ORD124097,02/21/2013    MIO-105-NC3-85,CF300520,ORD123020,08/07/2009    MIO-105-NC3-85,CF300520,ORD120460,08/30/2001    MIO-105-NC3-85,CF300552,ORD118667,08/24/1997    NC3-85,ORD117434,04/03/1995    NC3-85"
3206,6721,MIO-65-LR3 (M),CF300520,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,Seattle University,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 3,LR3,MIO-65-LR3,CF300520,124097,2/21/2013 12:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-65-LR3 (M),CF300520,ORD125791,04/19/2019    MIO-65-LR3,CF300520,ORD124097,02/21/2013    MIO-50-LR3,CF300520,ORD123495,04/19/2011    MIO-50-L-3,CF300520,ORD123020,08/07/2009    MIO-50-L-3,CF300520,ORD120460,08/30/2001    MIO-50-L-3,CF300552,ORD118667,08/24/1997    MIO-37-L-3,CF292999,ORD117152,06/25/1994"
3207,6722,MIO-65-LR3 (M),CF292999,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,Seattle University,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 3,LR3,MIO-65-LR3,CF292999,124097,2/21/2013 12:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-65-LR3 (M),CF292999,ORD125791,04/19/2019    MIO-65-LR3,CF292999,ORD124097,02/21/2013    MIO-37-LR3,CF292999,ORD123495,04/19/2011    MIO-37-L-3,CF292999,ORD117152"
3208,6723,MIO-160-NC3-95 (M), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,Seattle University,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Neighborhood Commercial 3-95,NC3-95,MIO-160-NC3-85, ,124097,2/21/2013 12:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-160-NC3-95 (M),ORD125791,04/19/2019    MIO-160-NC3-85,ORD124097,02/21/2013    NC3-85,ORD123020,08/07/2009    NC3-85,ORD120460,08/30/2001    NC3-85,ORD117434,04/03/1995    NC3-85"
3209,6724,MIO-65-NC2-55 (M),CF300520,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,Seattle University,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Neighborhood Commercial 2-55,NC2-55,MIO-65-NC2-40,CF300520,124097,2/21/2013 12:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-65-NC2-55 (M),CF300520,ORD125791,04/19/2019    MIO-65-NC2-40,CF300520,ORD124097,02/21/2013    MIO-50-NC2-40,CF300520,ORD123020,08/07/2009    MIO-50-NC2-40,CF300520,ORD120460,08/30/2001    MIO-50-NC2-40,CF300552,ORD118667,08/24/1997    MIO-37-NC2-40,CF292999,ORD117434,04/03/1995    MIO-37-NC2-40,CF292999,ORD114392,04/06/1989"
3210,6725,MIO-65-LR3 (M),CF292999,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,Seattle University,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 3,LR3,MIO-65-LR3,CF292999,124097,2/21/2013 12:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-65-LR3 (M),CF292999,ORD125791,04/19/2019    MIO-65-LR3,CF292999,ORD124097,02/21/2013    MIO-50-LR3,CF292999,ORD123495,04/19/2011    MIO-50-L-3,CF292999,ORD117152"
3211,6726,MIO-90-NC3-95 (M),CF300520,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,Seattle University,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Neighborhood Commercial 3-95,NC3-95,MIO-90-NC3-85,CF300520,124097,2/21/2013 12:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-90-NC3-95 (M),CF300520,ORD125791,04/19/2019    MIO-90-NC3-85,CF300520,ORD124097,02/21/2013    MIO-85-NC3-85,CF300520,ORD123020,08/07/2009    MIO-85-NC3-85,CF300520,ORD120460,08/30/2001    MIO-85-NC3-85,CF300552,ORD118667,08/24/1997    NC3-85,ORD117434,04/03/1995    NC3-85"
3212,6727,MIO-65-NC2P-55 (M),CF292999,125791,4/19/2019 12:00:00 AM, ,P, , , ,Y,N,M,Seattle University,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Neighborhood Commercial 2 Pedestrian-55,NC2P-55,MIO-65-NC2P-40,CF292999,124097,2/21/2013 12:00:00 AM, ,P, , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-65-NC2P-55 (M),CF292999,ORD125791,04/19/2019    MIO-65-NC2P-40,CF292999,ORD124097,02/21/2013    MIO-50-NC2P-40,CF292999,ORD122311,01/20/2007    MIO-50-NC2-40,CF292999,ORD119218,    MIO-50-NC2-40,CF292999,ORD117434,04/03/1995    MIO-50-NC2-40,CF292999,ORD114392,04/06/1989"
3213,6728,MIO-65-NC2-55 (M),CF292999,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,Seattle University,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Neighborhood Commercial 2-55,NC2-55,MIO-65-NC2-40,CF292999,124097,2/21/2013 12:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-65-NC2-55 (M),CF292999,ORD125791,04/19/2019    MIO-65-NC2-40,CF292999,ORD124097,02/21/2013    MIO-50-NC2-40,CF292999,ORD117434,04/03/1995    MIO-50-NC2-40,CF292999,ORD114392,04/06/1989"
3214,6729,MIO-65-LR2 (M),CF292999,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,Seattle University,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 2,LR2,MIO-65-LR2,CF292999,124097,2/21/2013 12:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-65-LR2 (M),CF292999,ORD125791,04/19/2019    MIO-65-LR2,CF292999,ORD124097,02/21/2013    MIO-50-LR2,CF292999,ORD123495,04/19/2011    MIO-50-L-2,CF292999,ORD117152"
3215,6730,MIO-90-NC3-95 (M), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,Seattle University,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Neighborhood Commercial 3-95,NC3-95,MIO-90-NC3-85, ,124097,2/21/2013 12:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-90-NC3-95 (M),ORD125791,04/19/2019    MIO-90-NC3-85,ORD124097,02/21/2013    NC3-85,ORD123020,08/07/2009    NC3-85,ORD120460,08/30/2001    NC3-85,ORD117434,04/03/1995    NC3-85"
3216,6731,MIO-65-NC2P-55 (M),CF300520,125791,4/19/2019 12:00:00 AM, ,P, , , ,Y,N,M,Seattle University,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Neighborhood Commercial 2 Pedestrian-55,NC2P-55,MIO-65-NC2P-40,CF300520,124097,2/21/2013 12:00:00 AM, ,P, , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-65-NC2P-55 (M),CF300520,ORD125791,04/19/2019    MIO-65-NC2P-40,CF300520,ORD124097,02/21/2013    MIO-50-NC2P-40,CF300520,ORD122311,01/20/2007    MIO-50-NC2-40,CF300552,ORD119218,    MIO-50-NC2-40,CF300552,ORD118667,08/24/1997    NC2-40,ORD117434,04/03/1995    NC2-40"
3217,6732,MIO-65-LR3 (M),CF292999,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,Seattle University,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 3,LR3,MIO-65-LR3,CF292999,124097,2/21/2013 12:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-65-LR3 (M),CF292999,ORD125791,04/19/2019    MIO-65-LR3,CF292999,ORD124097,02/21/2013    MIO-37-LR3,CF292999,ORD123495,04/19/2011    MIO-37-L-3,CF292999,ORD117152"
3218,6733,MIO-65-NC2-55 (M),CF300520,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,Seattle University,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Neighborhood Commercial 2-55,NC2-55,MIO-65-NC2-40,CF300520,124097,2/21/2013 12:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-65-NC2-55 (M),CF300520,ORD125791,04/19/2019    MIO-65-NC2-40,CF300520,ORD124097,02/21/2013    MIO-50-NC2-40,CF300520,ORD118667,08/24/1997    NC2-40,ORD117434,04/03/1995    NC2-40"
3219,6734,MIO-65-NC2P-75 (M),CF310179,125791,4/19/2019 12:00:00 AM, ,P, , , ,Y,N,M,Seattle University,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Neighborhood Commercial 2 Pedestrian-75,NC2P-75,MIO-65-NC2P-65,CF310179,124097,2/21/2013 12:00:00 AM, ,P, , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-65-NC2P-75 (M),CF310179,ORD125791,04/19/2019    MIO-65-NC2P-65,CF310179,ORD124097,02/21/2013    MIO-50-NC2P-65,CF310179,ORD123488,01/12/2011    MIO-50-NC2P-40,CF300520,ORD122311,01/20/2007    MIO-50-NC2-40,CF300552,ORD119218,    MIO-50-NC2-40,CF300552,ORD118667,08/24/1997    NC2-40,ORD117434,04/03/1995    NC2-40"
3220,6735,MIO-65-NC2-55 (M),CF300520,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,Seattle University,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Neighborhood Commercial 2-55,NC2-55,MIO-65-NC2-40,CF300520,124097,2/21/2013 12:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-65-NC2-55 (M),CF300520,ORD125791,04/19/2019    MIO-65-NC2-40,CF300520,ORD124097,02/21/2013    MIO-50-NC2-40,CF300520,ORD118667,08/24/1997    NC2-40,ORD117434,04/03/1995    NC2-40"
3221,6736,MIO-240-HR (M),CF311081,125791,4/19/2019 12:00:00 AM, , , , , ,Y,Y,M,Virgina Mason Medical Center,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Highrise,HR,MIO-240-HR,CF311081,124403,1/15/2014 12:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-240-HR (M),CF311081,ORD125791,04/19/2019    MIO-240-HR,CF311081,ORD124403,01/15/2014    HR,ORD123020,08/07/2009    HR,ORD120460,08/30/2001    HR"
3222,6737,MIO-240-NC3P-200 (M),CF311081,125791,4/19/2019 12:00:00 AM, ,P, , , ,Y,N,M,Virgina Mason Medical Center,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Neighborhood Commercial 3 Pedestrian-200,NC3P-200,MIO-240-NC3P-160,CF311081,124403,1/15/2014 12:00:00 AM, ,P, , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-240-NC3P-200 (M),CF311081,ORD125791,04/19/2019    MIO-240-NC3P-160,CF311081,ORD124403,01/15/2014    NC3P-160,ORD123020,08/07/2009    NC3P-160,ORD122311,01/20/2007    NC3-160,ORD120460,08/30/2001    NC3-160,ORD117434,04/03/1995    NC3-160"
3223,6738,MIO-37-C1-55 (M),CF292350,125791,4/19/2019 12:00:00 AM, , ,UC, , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Commercial 1-55,C1-55,MIO-37-C1-40,CF292350,125733,1/13/2019 12:00:00 AM, , ,UC, , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-C1-55 (M),CF292350,ORD125791,04/19/2019    MIO-37-C1-40,CF292350,ORD125733,01/13/2019    MIO-50-C1-40,CF292350,ORD124750,06/15/2015    MIO-50-C1-40,CF292350,ORD117434,04/03/1995"
3224,6739,MIO-105-LR3 (M),CF298506,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,Swedish Medical Center Cherry Hill Campus,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 3,LR3,MIO-105-LR3,CF298506,123495,4/19/2011 12:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-105-LR3 (M),CF298506,ORD125791,04/19/2019    MIO-105-LR3,CF298506,ORD123495,04/19/2011    MIO-105-L-3,CF298506,ORD117238"
3225,6740,MIO-37-LR2 (M),CF300520,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,Seattle University,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 2,LR2,MIO-37-LR2,CF300520,123495,4/19/2011 12:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-LR2 (M),CF300520,ORD125791,04/19/2019    MIO-37-LR2,CF300520,ORD123495,04/19/2011    MIO-37-L-2,CF300520,ORD118667,    L-2,ORD117152,06/25/1994"
